complaint_nbr,hearing_nbr,final_order_date,discipline_nbr,discipline_imposed,statute,discipline_start_date,discipline_end_date,discipline_satisfied_date,discipline_comments,row_revision,creation_user_code,creation_datetime,update_user_code,update_datetime,id
14116,627,2/16/2004,1,Sus/Pr,7,3/2/2004,3/1/2005,3/1/2005,suspension retroactive,,,,,,4892
17131,627,2/16/2004,1,Rev,7,,,,,,,,,,5742
19958,627,2/16/2004,1,PR,7,3/2/2004,3/1/2005,,,,,,,,6621
19298,627,2/16/2004,1,VR,7,,,,,,,,,,6402
19311,627,2/16/2004,1,Rev,4,,,,,,,,,,6410
19557,627,2/16/2004,1,Rev,7,,,,,,,,,,6480
19425,627,2/16/2004,1,VR,7,,,,,,,,,,6441
19051,627,2/16/2004,1,Rev,4,,,,,,,,,,6329
19665,627,2/16/2004,1,PR,7,3/2/2004,3/1/2005,3/1/2005,,,,,,,6521
19290,627,2/16/2004,1,Rev,4,,,,,,,,,,6399
19511,627,2/16/2004,1,Rev,7,,,,,,,,,,6466
19072,627,2/16/2004,1,Rev,4,,,,,,,,,,6338
19245,627,2/16/2004,1,Rev,4,,,,,,,,,,6382
19638,627,2/16/2004,1,Rev,7,,,,,,,,,,6514
19097,627,2/16/2004,1,Rev,7,,,,,,,,,,6348
19644,627,2/16/2004,1,Rev,7,,,,,,,,,,6517
17758,627,2/16/2004,1,Rev,7,,,,,,,,,,5921
15840,627,2/16/2004,1,VR,7,,,,,,,,,,5347
19772,627,2/16/2004,1,Sus/Pr,7,3/2/2004,3/1/2006,3/1/2006,suspension ends 5/2/04,,,,,,6559
14123,627,2/16/2004,1,DI,,,,,,,,,,,4899
19607,627,2/16/2004,1,Rev,4,2/16/2004,,,,,,,,,6503
18604,627,2/16/2004,1,VR,4,2/16/2004,,,,,,,,,6192
19851,627,2/16/2004,1,DN,,2/16/2004,,,,,,,,,6586
19198,627,2/16/2004,1,VR,7,2/16/2004,,,,,,,,,6375
19553,627,2/16/2004,1,Rep,7,2/16/2004,,,,,,,,,6477
18801,627,3/9/2004,1,PR,7,3/24/2004,3/24/2006,4/4/2006,1 yr retro suspension.  ethics training.,,,,,,6257
19558,630,5/11/2004,1,SP,7,5/26/2004,11/26/2004,,6 months susp; followed by 1 year probation,,,,,,6481
19587,630,5/11/2004,1,Rev,4,,,,,,,,,,6494
19930,630,5/11/2004,1,VR,4,,,,,,,,,,6616
18095,630,5/11/2004,1,VR,7,,,,,,,,,,6027
19013,630,5/11/2004,1,VR,7,,,,,,,,,,6316
19352,630,5/11/2004,1,VR,4,,,,,,,,,,6419
19852,630,5/11/2004,1,Rev,7,,,,,,,,,,6587
20022,630,5/11/2004,1,Rev,7,,,,,,,,,,6643
20055,630,5/11/2004,1,VR,7,,,,,,,,,,6652
14561,630,5/11/2004,1,DI,7,,,,,,,,,,5017
16330,630,5/11/2004,1,Rev,7,,,,,,,,,,5503
15687,630,5/11/2004,1,DI,7,5/11/2004,,,,,,,,,5297
19968,630,5/11/2004,1,DN,B,5/11/2004,,,,,,,,,6623
20071,630,5/11/2004,1,Rev,7,5/11/2004,,,,,,,,,6655
15119,630,5/11/2004,1,VR,7,5/11/2004,,,,,,,,,5159
19937,630,5/11/2004,1,DN,B,5/11/2004,,,,,,,,,6618
19593,630,5/11/2004,1,Rev,7,5/11/2004,,,,,,,,,6496
18630,630,5/11/2004,1,Rev,4,5/11/2004,,,,,,,,,6202
19841,630,5/11/2004,1,DI,7,5/11/2004,,,,,,,,,6582
19702,630,5/20/2004,1,PR,7,6/4/2004,6/3/2005,,3 months prospective suspension; 1 year probation to begin 15 days following the filing of the Final Order.,,,,,,6537
26571,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8564
27138,702,8/14/2009,1,Rev,7,8/6/2009,,,,,,,,,8731
26821,702,8/14/2009,1,Sus/Pr,7,8/29/2009,8/29/2010,8/30/2010,Ethics,,,,,,8630
27811,702,8/14/2009,1,Rev,7,8/6/2009,,,,,,,,,8935
27571,702,8/14/2009,1,Rev,7,8/6/2009,,,,,,,,,8848
26823,702,8/14/2009,1,None,,,,,,,,,,,8631
26723,702,8/14/2009,1,Rev,4,,,,,,,,,,8602
27630,702,8/14/2009,1,Rev,7,,,8/14/2009,,,,,,,8868
28213,702,8/14/2009,1,VR,,,,8/14/2009,,,,,,,9061
25376,702,8/14/2009,1,Rev,7,,,8/14/2009,,,,,,,8226
27409,702,8/14/2009,1,VR,7,,,8/14/2009,,,,,,,8807
25839,702,8/14/2009,1,Rev,7,,,8/14/2009,,,,,,,8370
26336,702,8/14/2009,1,Rev,4,,,8/14/2009,,,,,,,8480
26367,702,8/14/2009,1,Sus/Pr,7,8/29/2009,11/29/2010,11/29/2010,Anger Management Completed.,,,,,,8492
27876,702,8/14/2009,1,PR,7,8/29/2009,3/1/2010,3/1/2010,Substance Abuse Counseling completed,,,,,,8959
27634,702,8/14/2009,1,Sus/Pr,7,8/29/2009,9/28/2010,9/28/2010,Completed Ethics and Anger Managment,,,,,,8870
25498,702,8/14/2009,1,PR,7,8/29/2009,3/1/2010,,6 months probation beginning 15 days following the filing of the FInal Order; Provide Staff with proof of successful completion of approved substance abuse counseling prior to the end of the probationary period.,,,,,,8267
26878,702,8/14/2009,1,VR,7,,,,,,,,,,8653
26492,702,8/14/2009,1,VR,7,,,,,,,,,,8539
26564,702,8/14/2009,1,VR,4,,,,,,,,,,8562
28094,702,8/14/2009,1,Rev,7,,,,VOP,,,,,,9030
27594,702,8/14/2009,1,Rev,4,,,,,,,,,,8860
24456,702,8/14/2009,1,Rev,4,,,,,,,,,,7970
26563,702,8/14/2009,1,Rev,4,,,,,,,,,,8561
27809,702,8/14/2009,1,Sus/Pr,7,8/21/2009,10/21/2010,10/21/2010,One year retroactive suspension; 60 days prospective Suspension beginning 15 days following the filing of the final order; 1 year PROBATION  beginning at the completion of the prospective suspension; provide staff with proof of successful completion of an approved ethics course prior to the end of the probationary period.,,,,,,8933
25543,702,8/14/2009,1,DI,,,,,,,,,,,8286
27116,702,8/14/2009,1,Rev,7,,,,,,,,,,8720
28252,702,8/14/2009,1,VR,7,,,,,,,,,,9072
26547,702,8/14/2009,1,Rev,7,,,,,,,,,,8555
26987,702,8/14/2009,1,Rev,7,,,,,,,,,,8685
27444,702,8/14/2009,1,Rev,7,,,,,,,,,,8815
27531,702,8/14/2009,1,Rev,7,,,,,,,,,,8839
27989,702,8/14/2009,1,Rev,7,,,,,,,,,,8994
22067,702,8/14/2009,1,Rev,7,,,,,,,,,,7282
27205,702,8/14/2009,1,Rev,4,,,,,,,,,,8752
27290,702,8/14/2009,1,Rev,4,,,,,,,,,,8776
27143,702,8/14/2009,1,Rev,4,,,,,,,,,,8733
27840,702,8/14/2009,1,DI,7,,,,,,,,,,8947
27990,702,8/14/2009,1,DI,7,,,,,,,,,,8995
26849,702,8/14/2009,1,PR,7,8/14/2009,2/14/2010,3/1/2010,Sub. Abuse Counseling,,,,,,8646
27932,702,8/14/2009,1,PR,7,8/14/2009,2/14/2010,2/14/2010,6 months Probation to begin fifteen days following the filing of the final order; Sucessfully complete staff-approved Substance Abuse Counseling prior to the conclusion of the probationary period.,,,,,,8978
27007,702,8/14/2009,1,PR,7,8/29/2009,3/1/2010,3/1/2010,six months probation beginning 15 days following the filing of the final order; provide staff with proof of succesful completion of approved substance abuse counseling prior to the end of the probationary period,,,,,,8692
24143,702,8/14/2009,1,Rev,7,,,,,,,,,,7891
26982,702,8/14/2009,1,VR,7,,,,,,,,,,8682
26010,702,8/14/2009,1,Sus/Pr,7,8/29/2009,9/28/2010,9/28/2010,Did not complete Training.,,,,,,8410
25785,702,8/14/2009,1,PR,7,8/14/2009,2/14/2010,,Six-month probation to commence fifteen days after the entry of the Final Order and successful completion of Commission-approved substance abuse counseling prior to the end of the probationary period.,,,,,,8360
27600,702,8/14/2009,1,Pr/Rep,7,8/29/2009,3/1/2010,,"1 day retro, written reprimand, 6 months probation starting 15 days from posting of FO.",,,,,,8863
27650,702,8/14/2009,1,DI,,,,,,,,,,,8876
26803,699,5/20/2009,1,VR,4,,,,,,,,,,8625
23566,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,7733
25598,699,5/20/2009,1,VR,7,,,5/20/2009,,,,,,,8301
26575,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8566
26551,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8556
25097,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8137
24753,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8039
26473,699,5/20/2009,1,Rev,7,,,5/20/2009,,,,,,,8530
27459,705,11/13/2009,1,Sus/Pr,7,11/28/2009,12/28/2010,12/28/2010,"30 days suspension,1 yr. probation w/ethics training.",,,,,,8819
26907,705,11/13/2009,1,Sus/Pr,7,11/28/2009,1/20/2011,1/20/2011,"5 days retro, 30 days prospective to be served within 180 days of filing of final order, 1 yr. probation w/anger management course.",,,,,,8661
27059,705,11/13/2009,1,Sus/Pr,7,11/13/2009,5/12/2011,,20 day prospective SUSPENSION to be served within 180 days of the filing of the Final Order; 1 year probation following the completion of the prospective suspension; provide staff with proof of successful completion of approved anger management course prior to the end of the probationary period.,,,,,,8708
26976,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,8681
27919,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,8975
25375,705,11/13/2009,1,Sus/Pr,7,11/28/2009,6/5/2010,,5 day starting 11/28/09. 6 months probation/sub. abuse.,,,,,,8225
27130,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8726
26332,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,5/29/2010,6 months with subs. abuse.,,,,,,8477
26431,705,11/13/2009,1,Rev,P,10/29/2009,,,,,,,,,8519
25954,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8400
25748,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8350
27010,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8694
28245,705,11/13/2009,1,Sus/Pr,7,11/28/2009,1/12/2011,,Ethics,,,,,,9069
25711,705,11/13/2009,1,Sus/Pr,7,11/28/2009,12/13/2010,12/13/2010,Ethics (Completed),,,,,,8338
25844,705,11/13/2009,1,PR,7,11/28/2009,11/28/2010,,Substance Abuse Counseling,,,,,,8373
27635,705,11/13/2009,1,Rev,4,,,11/13/2009,Revoked by Commission,,,,,,8871
26404,708,2/8/2010,1,PR,7,2/23/2010,2/23/2012,,2 years PROBATION to begin 15 days following the filing of the final order.,,,,,,8505
28754,708,2/8/2010,1,VR,4,2/4/2010,,,Accepted VOLUNTARY RELINQUISHMENT,,,,,,9217
26486,708,2/8/2010,1,Rev,P,2/4/2010,,,REVOCATION.,,,,,,8535
28469,708,2/8/2010,1,None,7,2/4/2010,,,Dismiss the Administrative Complaint.,,,,,,9132
28433,708,2/17/2010,1,VR,7,2/4/2010,,,,,,,,,9121
27057,708,2/4/2010,1,DI,7,2/4/2010,,,,,,,,,8706
28506,708,2/17/2010,1,DI,7,,,,,,,,,,9141
28717,708,2/17/2010,1,SP,7,2/17/2010,5/10/2010,5/11/2010,"30 day prospective suspension to be served within 180 days of the final order, determined by agency. 1 yr probation after suspension served with anger management training by end of probationary period.",,,,,,9200
27060,708,2/17/2010,1,VR,7,2/17/2010,,,,,,,,,8709
25633,708,2/17/2010,1,PR,7,3/4/2010,3/4/2012,3/4/2012,with parenting counseling,,,,,,8313
27179,708,2/17/2010,1,VR,4,2/17/2010,,,,,,,,,8744
28287,708,2/17/2010,1,Sus/Pr,7,3/4/2010,6/2/2011,,"suspension 3/4/10-6/2/10
Probation 6/2/10-6/2/2011
with Ethics",,,,,,9078
28017,708,2/17/2010,1,PR,7,3/4/2010,9/4/2010,9/4/2010,with substance abuse,,,,,,9007
27681,708,2/17/2010,1,VR,7,2/17/2010,,,,,,,,,8888
28528,708,2/17/2010,1,Sus/Pr,7,3/4/2010,9/4/2010,9/4/2010,retroactive suspension 11 monthsprobation- 3/4/2010-9/04/10with Ethics,,,,,,9147
27864,708,2/17/2010,1,Rev,7,2/17/2010,,,,,,,,,8956
28600,708,2/17/2010,1,Rev,7,2/17/2010,,,,,,,,,9171
27924,708,2/17/2010,1,Rev,7,2/17/2010,,,,,,,,,8977
28533,708,2/17/2010,1,Rev,7,2/17/2010,,,,,,,,,9148
27741,708,2/17/2010,1,VR,7,,,,,,,,,,8914
27322,708,2/17/2010,1,PR,7,3/4/2010,8/31/2010,,,,,,,,8786
27178,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8743
27261,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8768
27320,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8785
26780,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8619
26898,708,2/17/2010,1,Rev,7,,,,,,,,,,8658
27705,708,2/17/2010,1,Rev,7,,,,,,,,,,8904
24657,708,2/17/2010,1,Rev,4,,,,,,,,,,8012
25886,708,2/17/2010,1,Rev,7,,,,,,,,,,8383
26611,702,8/14/2009,1,PR,7,8/29/2009,3/30/2010,3/30/2010,6 months probation with Substance abuse Counseling (Did not complete training),,,,,,8574
27380,702,8/14/2009,1,Sus/Pr,7,8/29/2009,9/29/2010,9/29/2010,Thirty day Prospective Suspension beginning fifteen days following the filing of the Final Order; One year Probation beginning upon conclusion of the thirty day Prospective Suspension;  Provide staff with proof of successful completion of approved Ethics training prior to the end of the probationary period.,,,,,,8802
21290,702,8/14/2009,1,Sus/Pr,7,8/29/2009,11/27/2010,,21 month Retroactive Suspension; 90 days prospective Suspension beginning 15 days following the entry of the Final Order; 1 year Probation following the prospective suspension; Provide staff with proof of successful completion of approved Ethics Course and a approved Use of Force Course prior to the end of the probationary period.,,,,,,7066
24722,702,8/14/2009,1,Sus/Pr,7,8/29/2009,9/27/2010,9/27/2010,Five consecutive days of Prospective Suspension to be served within ninty days of the entry of the filing of the Final Order; One year Probation following the completion of the Prospective Suspension; Provide staff with proof of successful completion of approved Ethics course prior to the end of the probationary period.,,,,,,8030
28179,702,8/14/2009,1,VR,7,,,,,,,,,,9053
26632,702,8/14/2009,1,Sus/Pr,7,8/29/2009,10/29/2010,10/29/2010,Ethics completed.,,,,,,8582
23978,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,7850
26337,697,11/13/2009,1,Sus/Pr,7,11/13/2009,5/12/2011,,15 day retroactive SUSPENSION;10 day prospective   suspension to be served within 180 days of the filing of the Final Order; 1 year PROBATION following the completion of the prospective suspension; provide staff with proof of successful completion of approved ethics course prior to the end of the probationary period.,,,,,,8481
26614,705,11/13/2009,1,Rev,7,10/28/2009,,,,,,,,,8576
27658,705,11/13/2009,1,VR,4,10/29/2009,,,,,,,,,8881
26955,705,11/13/2009,1,Rev,4,,,,,,,,,,8675
26916,705,11/13/2009,1,Rev,7,,,,,,,,,,8664
26990,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8688
27964,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,8986
28109,705,11/13/2009,1,DI,P,10/29/2009,,,,,,,,,9036
24144,705,11/13/2009,1,VR,7,,,11/13/2009,,,,,,,7892
28598,708,2/8/2010,1,Rev,4,2/4/2010,,,,,,,,,9170
26321,708,2/8/2010,1,Rev,7,2/4/2010,,,REVOCATION.,,,,,,8474
26934,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8670
23928,708,2/17/2010,1,Rev,7,,,2/4/2010,,,,,,,7837
25191,708,2/17/2010,1,Rev,4,2/17/2010,,,,,,,,,8172
27144,708,2/17/2010,1,Rev,7,,,,,,,,,,8734
27285,708,2/17/2010,1,Rev,7,,,,,,,,,,8773
25823,708,2/17/2010,1,Rev,4,,,,,,,,,,8367
27259,708,2/17/2010,1,Rev,7,,,,,,,,,,8767
27987,708,2/17/2010,1,Rev,4,,,,,,,,,,8993
23772,708,2/17/2010,1,Rev,4,,,,,,,,,,7795
24498,708,2/17/2010,1,Rev,4,,,,,,,,,,7982
27764,708,2/17/2010,1,Sus/Pr,7,3/4/2010,3/9/2011,,Suspension start date 03/04/10 - end date 03/09/10.  Probation 03/09/10 ends 03/09/11.,,,,,,8923
27850,708,2/17/2010,1,Sus/Pr,7,3/4/2010,4/3/2011,,Ethics and Anger Management,,,,,,8952
27951,708,2/17/2010,1,PR,7,3/4/2010,9/4/2010,,Substance Abuse Counseling,,,,,,8983
27575,708,2/17/2010,1,PR,7,3/4/2010,3/4/2011,,Ethics (completed),,,,,,8851
27234,708,2/17/2010,1,DI,7,2/4/2010,,,,,,,,,8760
27753,708,2/17/2010,1,VR,7,2/4/2010,,,,,,,,,8916
27124,708,2/17/2010,1,VR,7,2/4/2010,,,,,,,,,8725
21780,708,2/17/2010,1,Sus/Pr,7,3/4/2010,6/2/2011,6/2/2011,Ethics,,,,,,7198
28581,708,2/17/2010,1,Sus/Pr,7,3/4/2010,9/4/2010,,1 day Retroactive Suspension; 6 month Probationary Period to begin fifteen days following the filing of the final order.,,,,,,9162
27844,708,2/17/2010,1,Sus/Pr,7,3/4/2010,3/4/2013,,Ethics Completed.,,,,,,8950
28321,708,2/17/2010,1,PR,7,3/4/2010,3/4/2011,3/4/2011,Firearms training completed.,,,,,,9087
28717,708,2/17/2010,2,PR,7,5/10/2010,5/11/2011,5/11/2011,,,,,,,9201
26376,711,6/3/2010,1,PR,7,6/18/2010,6/17/2011,,Ethics training,,,,,,8496
26541,711,5/25/2010,1,PR,7,6/18/2010,6/18/2012,6/18/2012,,,,,,,8554
28010,711,6/3/2010,1,PR,7,6/18/2010,12/18/2010,12/18/2010,six months probation with ethics,,,,,,9004
28925,711,6/3/2010,1,VR,4,,,6/3/2010,,,,,,,9260
28368,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9106
29334,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9382
27174,711,6/3/2010,1,Rev,4,5/20/2010,,,,,,,,,8741
29198,711,6/3/2010,1,DI,7,,,,,,,,,,9337
28834,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/23/2011,,"5 day susp., 1 year probation",,,,,,9239
27067,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/28/2011,,Ten day Prospective Suspension to be served within 180 days of the entry of the Final Order; One year Probation commencing at the end fot he suspension; Provide staff with proof of successful completion of approved anger management course prior to the end of the probationary period.Suspension 10 days within 180 days 6/03/10-12/03/10Probation 1 year 12/3/10-12/03/11,,,,,,8712
28410,711,6/3/2010,1,Sus/Pr,7,6/18/2010,9/18/2011,,"Five days suspension to begin 15 days following the filing of the Final Order; One year probation following the prospective suspension; Provide staff with approved Anger Management Course

Suspnsion 6/18/2010-9/18/2010
Probation 9/18/2010-/18/2011",,,,,,9113
29237,711,6/3/2010,1,VR,7,,,,,,,,,,9349
29578,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/23/2011,,"Five days prospective suspension to begin 15 days followingt the filing of the final order; One year probation to commennce at the conclusion of the the prospective suspension; Provide staff with proof of successful completion of approved Ethics Course prior to the end of the probationary period.

Suspension 6/18/2010-6/23/2010
Probation 6/23/2010-6/23/2011",,,,,,9447
27286,711,6/3/2010,1,Rev,7,,,,,,,,,,8774
28114,711,6/3/2010,1,Rev,4,5/20/2010,,,,,,,,,9038
28174,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9052
29513,711,6/3/2010,1,Rev,7,5/19/2010,,,,,,,,,9429
28627,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9178
29095,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9300
28482,711,6/3/2010,1,Rev,7,5/20/2010,,,,,,,,,9137
29145,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/28/2011,,10 day suspension to begin 15 days following the filing of the final order 6/18/2010-6/28/2010; One year probation 6/28/2010-6/28/11 with anger management,,,,,,9312
29601,711,6/3/2010,1,Rev,7,,,6/3/2010,,,,,,,9455
29413,711,6/3/2010,1,Rev,7,,,6/3/2010,,,,,,,9410
29340,723,6/2/2011,1,Rev,4,5/19/2011,,,,,,,,,9385
29337,711,6/3/2010,1,Rev,7,,,,,,,,,,9383
28626,711,6/3/2010,1,Rev,7,,,,,,,,,,9177
27756,711,6/3/2010,1,DI,7,,,6/3/2010,,,,,,,8918
25343,711,6/3/2010,1,Rev,7,,,,,,,,,,8211
27506,711,6/3/2010,1,Rev,4,,,,,,,,,,8832
29045,711,6/3/2010,1,Rev,7,,,,,,,,,,9287
29082,711,6/3/2010,1,Rev,7,,,,,,,,,,9298
28742,711,6/3/2010,1,Rev,7,,,,,,,,,,9210
28970,711,6/3/2010,1,VR,7,,,,,,,,,,9270
29352,711,6/3/2010,1,VR,7,,,,,,,,,,9389
27516,711,6/3/2010,1,DI,,,,6/3/2010,,,,,,,8834
26820,711,6/3/2010,1,Rev,7,,,,,,,,,,8629
27831,711,6/3/2010,1,Sus/Pr,7,6/18/2010,7/18/2011,,30 days prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of approved ethics course prior to the end of the probationary period.,,,,,,8942
27849,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/23/2011,,5 days prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of approved ethics course prior to the end of the probationary period.,,,,,,8951
26368,711,6/3/2010,1,Sus/Pr,7,6/18/2010,7/18/2011,,30 days prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of approved anger management course prior to the end of the probationary period.,,,,,,8493
27686,711,6/3/2010,1,Rev,7,5/20/2010,5/20/2010,5/20/2010,VOLUNTARY DISMISSAL regarding charge of Fraudulent Insurance Claims; REVOCATION regarding charge of Grand Theft.,,,,,,8892
27691,711,6/3/2010,1,Rev,4,5/20/2010,5/20/2010,5/20/2010,REVOCATION.,,,,,,8895
26310,711,6/3/2010,1,Rev,4,5/20/2010,5/20/2010,5/20/2010,REVOCATION.,,,,,,8466
27017,711,6/3/2010,1,DI,7,5/20/2010,5/20/2010,5/20/2010,,,,,,,8695
28559,711,6/3/2010,1,SP,7,6/18/2010,7/18/2010,7/18/2010,,,,,,,9154
28328,711,6/3/2010,1,Sus/Pr,7,6/18/2010,7/18/2011,,"30 prospective suspension beginning 15 days following the filing of the final order,1yr probation at the conclusion of the supension w/ethics training by the end of the probationary period.",,,,,,9090
25442,711,6/3/2010,1,Sus/Pr,7,6/18/2010,1/2/2011,,,,,,,,8251
29103,711,6/3/2010,2,Sus/Pr,7,8/19/2010,8/19/2011,,"one year retroactive suspension, 60 days prospective suspension beginning 15 days from the filing of the final order; 1 year probation to begin at the conclusion the final order and provide staff with Ethics training by end of the probationary period.",,,,,,9304
28121,711,6/3/2010,1,Sus/Pr,7,6/18/2010,6/29/2011,6/29/2011,,,,,,,9042
28726,711,6/3/2010,1,Sus/Pr,7,6/18/2010,8/17/2011,8/17/2011,"Ethics (5/12/11 Completed)
Probation Completed (08/18/11)",,,,,,9202
28120,711,6/3/2010,1,VR,7,5/20/2010,,,,,,,,,9041
29257,711,6/3/2010,1,Sus/Pr,7,6/18/2010,7/18/2011,,"Use of Force and Ethics
(Did not complete either)",,,,,,9355
27376,711,6/3/2010,1,Sus/Pr,7,5/20/2010,10/8/2011,10/8/2011,Anger Management (Completed),,,,,,8800
26188,711,6/3/2010,1,VR,7,5/20/2010,,,,,,,,,8437
28727,711,6/3/2010,1,Sus/Pr,7,6/18/2010,9/16/2011,,Ethics (10/06/10 Completed),,,,,,9203
29300,711,6/3/2010,1,Rev,4,5/20/2010,,,,,,,,,9368
3431,711,6/3/2010,1,DN,7,5/20/2010,,,,,,,,,1314
27374,711,6/3/2010,1,VR,4,5/20/2010,,,,,,,,,8799
28596,711,6/3/2010,1,VR,7,5/20/2010,,,,,,,,,9169
28219,705,11/13/2009,1,Sus/Pr,7,11/28/2009,1/27/2011,,"10 month retroactive SUSPENSION of certification; 60 day prospective suspension of certification to commence 15 days after entry of
the Final Order followed immediately by a 1 year period of probation; provide staff with proof of successful completion of Commission approved ethics course prior to the end of the probationary period.   ",,,,,,9063
28470,705,11/13/2009,1,VR,7,11/13/2009,,,Accepted  VOLUNTARY RELINQUISHMENT,,,,,,9133
28594,705,11/13/2009,1,DI,7,10/29/2009,,,Respondent was previously voluntary relinquished,,,,,,9168
27699,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8899
27835,705,11/13/2009,1,Rev,7,,,,,,,,,,8945
25782,705,11/13/2009,1,Rev,4,,,,,,,,,,8357
23946,705,11/13/2009,1,Rev,4,,,,,,,,,,7842
28370,705,11/13/2009,1,Rev,4,,,,,,,,,,9107
28355,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,9101
27992,705,11/13/2009,1,DI,7,,,,,,,,,,8997
26656,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8589
24923,705,11/13/2009,1,Rev,4,10/29/2009,,,,,,,,,8088
27132,705,11/13/2009,1,Sus/Pr,7,11/28/2009,12/8/2010,,11/28/09-12/08/09 suspension; 12/08/09-12/08/10 probation,,,,,,8727
25549,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,,,,,,,,8287
27538,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8841
27818,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8938
27524,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8836
26408,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8508
28103,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,9035
28098,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,,6 mos probation with ethics,,,,,,9032
28460,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,9128
27958,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8985
27499,705,11/13/2009,1,Rev,7,10/29/2009,,,,,,,,,8829
27814,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,,6 mos probation with Susbstance abuse,,,,,,8936
27550,705,11/13/2009,1,Rev,4,10/29/2009,,,,,,,,,8844
27622,705,11/13/2009,1,Rev,4,10/29/2009,,,,,,,,,8866
27636,705,11/13/2009,1,Rev,4,10/29/2009,,,,,,,,,8872
28002,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,9000
27214,705,11/13/2009,1,Sus/Pr,7,11/28/2009,6/28/2010,6/28/2010,with Substance Abuse and Ethics,,,,,,8755
25211,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,5/28/2010,with substance abuse,,,,,,8177
26540,705,11/13/2009,1,Rev,4,10/29/2009,,,,,,,,,8553
26914,705,11/13/2009,1,Sus/Pr,7,11/28/2009,5/27/2011,5/27/2011,,,,,,,8663
27430,705,11/13/2009,1,DI,7,10/29/2009,,,,,,,,,8810
26397,705,11/13/2009,1,Sus/Pr,7,11/28/2009,12/28/2010,12/28/2010,Ethics not completed.,,,,,,8503
27698,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,5/28/2010,6 Months probation; Substance Abuse Counseling,,,,,,8898
28477,705,11/13/2009,1,PR,7,11/28/2009,5/28/2010,5/28/2010,6 Months Probation; Substance Abuse Counseling,,,,,,9136
28551,705,11/13/2009,1,PR,7,11/28/2009,11/28/2010,11/28/2010,Ethics Completed,,,,,,9152
28335,705,11/13/2009,1,VR,7,,,11/13/2009,,,,,,,9091
27442,705,11/13/2009,1,VR,7,,,11/13/2009,,,,,,,8814
26739,705,11/13/2009,1,Rev,7,,,11/13/2009,,,,,,,8606
