complaint_nbr,offense_code,offense_seq_nbr,case_related,offense_comments,row_revision,offense_prefix,offense_date,guideline_penalty,creation_user_code,creation_datetime,update_user_code,update_datetime
25539,5404,1,,,,,,,,,,
25540,3533,1,,,,,,,,,,
25541,3500,1,,Positive drug test,,,,,,,,
25542,7303,1,,,,,,,,,,
25543,1300,1,,Battery on LEO,,,,,,,,
25543,4801,1,,,,,,,,,,
25545,1360,1,,,,,,,,,,
25546,1325,1,,,,,,,,,,
25547,7303,1,,inmate,,,,,,,,
25548,5404,1,,,,,,,,,,
25549,1360,1,,,,,,,,,,
25550,2600,1,,Welfar Fraud More than $200,,,,,,,,
25552,8025,1,,Failure to report suspended driver's license,,,,,,,,
25554,5003,1,,,,,,,,,,
25555,5309,1,,,,,,,,,,
25558,2607,1,,On incident report regarding sexual harassment,,,,,,,,
25559,1300,1,,Plead nolo contendre to Affray.,,,,,,,,
25560,3533,1,,,,,,,,,,
25561,3564,1,,,,,,,,,,
25562,8025,1,,Violation of an officer's Bill of Rights during an IA interview.,,,,,,,,
25563,4004,1,,Procure another for Prostitution,,,,,,,,
25564,1000,1,,Found Guilty of Kidnapping,,,,,,,,
25564,1100,1,,Found Guilty of Sexual Battery (2 counts),,,,,,,,
25565,2606,1,,,,,,,,,,
25566,1360,1,,,,,,,,,,
25567,1350,1,,,,,,,,,,
25568,1350,1,,,,,,,,,,
25569,1350,1,,,,,,,,,,
25570,7303,1,,inmate,,,,,,,,
25571,5012,1,,,,,,,,,,
25572,1313,1,,Battery,,,,,,,,
25573,2600,1,,,,,,,,,,
25575,1325,1,,,,,,,,,,
25576,8025,1,,,,,,,,,,
25577,1325,1,,,,,,,,,,
25578,1313,1,,,,,,,,,,
25578,2607,1,,,,,,,,,,
25579,1313,1,,,,,,,,,,
25579,2607,1,,,,,,,,,,
25580,1313,1,,,,,,,,,,
25580,2607,1,,,,,,,,,,
25581,1360,1,,,,,,,,,,
25581,1380,1,,,,,,,,,,
25582,2606,1,,,,,,,,,,
25583,8025,1,,,,,,,,,,
25584,5404,1,,2nd time before Commission for DUI,,,,,,,,
25585,2404,1,,,,,,,,,,
25585,2605,1,,,,,,,,,,
25586,7310,1,,,,,,,,,,
25587,7310,1,,,,,,,,,,
25588,1360,1,,,,,,,,,,
25589,2607,1,,,,,,,,,,
25589,5003,1,,,,,,,,,,
25590,3500,1,,Adjudicated Guilty of Trafficking in MDMA.,,,,,,,,
25591,5404,1,,,,,,,,,,
25592,3500,1,,Adjudicated Guilty of Trafficking in MDMA.,,,,,,,,
25593,1360,1,,,,,,,,,,
25593,5311,1,,Criminal Mischief,,,,,,,,
25594,1350,1,,,,,,,,,,
25597,2606,1,,,,,,,,,,
25598,7307,1,,Misuse of Confidential information,,,,,,,,
25599,1360,1,,,,,,,,,,
25600,1350,1,,,,,,,,,,
25600,2607,1,,False Official Statement,,,,,,,,
25601,2607,1,,False Official Statement,,,,,,,,
25603,2607,1,,False Official Statement,,,,,,,,
25604,2607,1,,on Employment Application,,,,,,,,
25605,8025,1,,VR IN LIEU OF REPAYING DOC TRAINING COSTS,,,,,,,,
25606,5003,1,,,,,,,,,,
25608,2303,1,,,,,,,,,,
25609,5003,1,,,,,,,,,,
25610,2607,1,,2 counts,,,,,,,,
25611,5012,1,,"failed to complete ethics training, in spite of numerous reminders",,,,,,,,
25612,7302,1,,,,,,,,,,
25613,1360,1,,,,,,,,,,
25614,2300,1,,grand theft,,,,,,,,
25615,1311,1,,Pled Guilty to Aggravated Battery on a Law Enforcement Officer,,,,,,,,
25615,4902,1,,Pled Guilty to Fleeing or Attempting to Elude a Law Enforcement Officer,,,,,,,,
25615,5200,1,,Pled Guilty to Discharging a Firearm from a Vehicle,,,,,,,,
25616,1360,1,,,,,,,,,,
25616,3500,1,,possession of a controlled substance without a prescription,,,,,,,,
25617,1300,1,,Battery,,,,,,,,
25617,7307,1,,,,,,,,,,
25618,5404,1,,Adjudicated Guilty,,,,,,,,
25619,8000,1,,Misuse of Official Position,,,,,,,,
25620,2300,1,,Petit Theft,,,,,,,,
25622,2607,1,,,,,,,,,,
25623,1300,1,,Battery,,,,,,,,
25624,3625,1,,,,,,,,,,
25626,8000,1,,Misuse of Time (Time Sheet),,,,,,,,
25627,8025,1,,,,,,,,,,
25628,8025,1,,,,,,,,,,
25629,1300,1,,Battery,,,,,,,,
25630,5707,1,,,,,,,,,,
25631,1360,1,,,,,,,,,,
25632,5003,1,,Untruthfulness in an Official Proceeding,,,,,,,,
25632,8000,1,,Misuse of Official Position,,,,,,,,
25633,3802,1,,,,,,,,,,
25634,3600,1,,adjudicated guilty of Unnatural and Lascivious Act ( 2 Counts ),,,,,,,,
25634,7307,1,,,,,,,,,,
25635,4004,1,,Transport for purpose of,,,,,,,,
25635,4004,2,,,,,,,,,,
25635,7302,1,,,,,,,,,,
25636,2200,1,,,,,,,,,,
25636,2300,1,,Petit Theft,,,,,,,,
25637,1325,1,,,,,,,,,,
25638,1300,1,,Battery,,,,,,,,
25639,2607,1,,timesheet violation,,,,,,,,
25640,8000,1,,Failure to respond,,,,,,,,
25641,8000,1,,Failure to Respond,,,,,,,,
25642,8000,1,,Failure to respond,,,,,,,,
25645,2607,1,,,,,,,,,,
25646,2607,1,,,,,,,,,,
25648,5404,1,,,,,,,,,,
25649,8025,1,,Voluntary Relinquishment in lieu of repayment,,,,,,,,
25651,7303,1,,inmate,,,,,,,,
25652,7303,1,,inmate,,,,,,,,
25655,2607,1,,,,,,,,,,
25655,5003,1,,,,,,,,,,
25656,5404,1,,Adj. Guilty,,,,,,,,
25656,5404,2,,1989,,,,,,,,
25657,8025,1,,"Submitted VR in lieu of reimbursing the Florida Department of Corrections for expenses, but Santiago does not currently have certification.",,,,,,,,
25658,3562,1,,over 20 grams,,,,,,,,
25658,5802,1,,controlled substance,,,,,,,,
25659,7303,1,,an Inmate,,,,,,,,
25660,2607,1,,on employment application,,,,,,,,
25661,2607,1,,false statement on employment application,,,,,,,,
25662,5003,1,,in Official Proceedings (2 Counts),,,,,,,,
25662,7301,1,,,,,,,,,,
25663,1360,1,,,,,,,,,,
25664,1360,1,,,,,,,,,,
25665,7307,1,,,,,,,,,,
25669,8000,1,,,,,,,,,,
25671,5404,1,,,,,,,,,,
25672,7303,1,,,,,,,,,,
25673,3530,1,,Pled Nolo Contendere to Trafficking,,,,,,,,
25673,5802,1,,Pled Nolo Contendere (2 counts),,,,,,,,
25673,7305,1,,Pled Nolo Contendere (2 counts),,,,,,,,
25674,1315,1,,Adjudicated Guilty of Aggravated Battery with Deadly Weapon,,,,,,,,
25677,4801,1,,resisting arrest without violence,,,,,,,,
25677,5404,1,,,,,,,,,,
25678,1100,1,,Attempted Sexual Battery,,,,,,,,
25678,1360,1,,Non-DOM,,,,,,,,
25678,8000,1,,False Imprisonment,,,,,,,,
25679,1300,1,,mutual combat,,,,,,,,
25680,5003,1,,,,,,,,,,
25680,7310,1,,,,,,,,,,
25681,5707,1,,,,,,,,,,
25682,3600,1,,Adjudicated Guilty of Use Computer Service to Solicit a Child (9 Counts),,,,,,,,
25682,3601,2,,Adjudicated Guilty of Lewd or Lascivious Exhibition Over Computer Service with Child under 16 YOA,,,,,,,,
25683,3500,1,,possession of anabolic steroids,,,,,,,,
25685,1350,1,,,,,,,,,,
25685,5003,1,,,,,,,,,,
25685,7310,1,,Submitting Inaccutate information,,,,,,,,
25686,2606,1,,,,,,,,,,
25687,2300,1,,retail theft,,,,,,,,
25688,2606,1,,,,,,,,,,
25689,5404,1,,,,,,,,,,
25690,5404,1,,Adjudicated guilty,,,,,,,,
25692,1360,1,,,,,,,,,,
25693,5404,1,,,,,,,,,,
25694,8025,1,,,,,,,,,,
25695,1315,1,,with a Deadly Weapon.,,,,,,,,
25697,7301,1,,,,,,,,,,
25698,7301,1,,,,,,,,,,
25699,7301,1,,,,,,,,,,
25700,1325,1,,,,,,,,,,
25701,8025,1,,He instructed another officer improperly on use of chemical spray.,,,,,,,,
25703,5003,1,,during an official proceeding,,,,,,,,
25704,3500,1,,steroids,,,,,,,,
25705,8000,1,,Improper Conduct,,,,,,,,
25706,3601,2,,adjudicated guilty of two counts of Lewd and Lascivious Molestation on a person over the 12 by a person over 18,,,,,,,,
25707,2607,1,,Submitting a False Arrest Report,,,,,,,,
25708,3533,1,,,,,,,,,,
25709,2607,1,,,,,,,,,,
25710,5404,1,,,,,,,,,,
25711,2607,1,,(2 Counts),,,,,,,,
25711,5003,1,,in an Official Proceeding.,,,,,,,,
25712,1300,1,,Battery,,,,,,,,
25712,3601,1,,Unlawful Sexual Activity with Certain Minors ( 4 counts ),,,,,,,,
25713,2607,1,,False Official Statement,,,,,,,,
25713,5802,1,,,,,,,,,,
25714,7303,1,,inmate,,,,,,,,
25715,7303,1,,,,,,,,,,
25716,7303,1,,Inmate,,,,,,,,
25717,3605,1,,,,,,,,,,
25718,3600,1,,Adjudicated Guilty of Sexual Misconduct with Inmate or Offender,,,,,,,,
25719,2607,1,,Falsification of Dated Memorandum,,,,,,,,
25720,1315,1,,784.045,,,,,,,,
25721,2607,1,,,,,,,,,,
25722,2900,1,,Criminal Mischief < $1000.,,,,,,,,
25723,5003,1,,,,,,,,,,
25724,5003,1,,,,,,,,,,
25725,5404,1,,,,,,,,,,
25726,5404,1,,,,,,,,,,
25727,4803,1,,Pled Nolo Contendere to False Report to Law Enforcement.,,,,,,,,
25728,5404,1,,,,,,,,,,
25729,1360,1,,944.35(3)(a)1,,,,,,,,
25730,7310,1,,,,,,,,,,
25731,8000,1,,,,,,,,,,
25732,1300,1,,Battery on a Law Enforcement Officer,,,,,,,,
25734,1100,1,,found guilty of attemped,,,,,,,,
25735,5404,1,,,,,,,,,,
25736,5404,1,,,,,,,,,,
25737,5309,1,,,,,,,,,,
25738,2607,1,,,,,,,,,,
25739,2300,1,,Grand Theft,,,,,,,,
25739,3625,1,,,,,,,,,,
25740,2607,1,,,,,,,,,,
25740,5003,1,,,,,,,,,,
25741,8025,1,,vr in lieu of reimbursing DOC for training expenses,,,,,,,,
25742,2600,1,,Conceal information to obtain prescription drugs.,,,,,,,,
25743,1360,1,,,,,,,,,,
25744,8025,1,,,,,,,,,,
25745,5801,1,,,,,,,,,,
25746,1117,1,,on a child under 16.,,,,,,,,
25747,5003,1,,,,,,,,,,
25748,5003,1,,,,,,,,,,
25749,5003,1,,,,,,,,,,
25750,6201,1,,Adjuidcated Guilty of Animal Cruelty (4 Counts),,,,,,,,
25751,5404,1,,,,,,,,,,
25752,8025,1,,,,,,,,,,
25754,8025,1,,,,,,,,,,
25755,5802,1,,,,,,,,,,
25756,1300,1,,Battery,,,,,,,,
25757,4801,1,,Resisting or Obstructing an Officer without violence,,,,,,,,
25758,5404,1,,,,,,,,,,
25759,1325,1,,resulting in inmate death,,,,,,,,
25760,1350,1,,,,,,,,,,
25761,1325,1,,resulting in inmate death,,,,,,,,
25762,1350,1,,,,,,,,,,
25763,1325,1,,resulting in inmate death,,,,,,,,
25764,2300,1,,Adj. Guilty of Retail Petty Theft,,,,,,,,
25765,7303,1,,Inmate,,,,,,,,
25766,7303,1,,,,,,,,,,
25767,1360,1,,,,,,,,,,
25768,8025,1,,Voluntarily relinquished certification in lieu of reimbursement for his LEO certification.,,,,,,,,
25769,3500,2,,Tested positive for Benzodiazepines/Oxazepam,,,,,,,,
25769,5404,1,,,,,,,,,,
25769,5404,2,,Adjudicated Guilty of Driving Under the Influence.,,,,,,,,
25770,2300,1,,Petit Theft - 6/13/2007,,,,,,,,
25770,2300,2,,Petit Theft - 8/2/2007,,,,,,,,
25771,1315,1,,With a deadly weapon.,,,,,,,,
25772,2300,1,,Petit Theft,,,,,,,,
25773,5404,1,,,,,,,,,,
25774,2607,1,,on employment application,,,,,,,,
25775,2300,1,,Possible involvement in felony theft and fradulent use of stolen credit-debit card.,,,,,,,,
25776,2607,1,,,,,,,,,,
25778,8000,1,,Failure to Maintain Proper Security; Negligence; Willful Violation of the Rules; Failure to Report,,,,,,,,
25779,2300,1,,pled guilty to grand theft,,,,,,,,
25782,2300,1,,Pled Nolo Contendre to Grand Theft,,,,,,,,
25783,5103,1,,PLED NOLO CONTENDERE,,,,,,,,
25784,3601,1,,Lewd or Lascivious Act/Assault on Child Under 16,,,,,,,,
25785,5404,1,,with property damage,,,,,,,,
25787,3500,1,,positive drug test for valium for which she did not have a prescription,,,,,,,,
25789,8025,1,,Agency violation,,,,,,,,
25790,1350,1,,,,,,,,,,
25791,7303,1,,Inmate,,,,,,,,
25792,3500,1,,durg test positive for propoxyphene,,,,,,,,
25794,3564,1,,,,,,,,,,
25795,1300,1,,Battery (Domestic Violence),,,,,,,,
25796,2607,1,,,,,,,,,,
25797,2607,1,,,,,,,,,,
25798,5003,1,,,,,,,,,,
25799,1000,1,,False Imprisonment,,,,,,,,
25799,1360,1,,,,,,,,,,
25800,4002,1,,,,,,,,,,
25802,5003,1,,by contradictory statements,,,,,,,,
25803,1000,1,,false imprisonment,,,,,,,,
25804,7303,1,,,,,,,,,,
25805,1360,1,,(2 Counts),,,,,,,,
25806,2607,1,,"Falseifying records, i.e Evidence log",,,,,,,,
25807,5311,1,,,,,,,,,,
25808,7303,1,,inmate,,,,,,,,
25809,7307,1,,,,,,,,,,
25811,7303,1,,,,,,,,,,
25813,2606,1,,,,,,,,,,
25814,2606,1,,,,,,,,,,
25815,5404,1,,,,,,,,,,
25816,5404,1,,,,,,,,,,
25817,8025,1,,,,,,,,,,
25818,1000,1,,false imprisonment,,,,,,,,
25819,1000,1,,false imprisonment,,,,,,,,
25820,1350,1,,,,,,,,,,
25821,1350,1,,,,,,,,,,
25822,0900,1,,2 counts Found Guilty,,,,,,,,
25823,2300,1,,Pled Nolo Cont. to Grand Theft 1st Degree,,,,,,,,
25823,5100,1,,Pled Nolo Cont. to Compensation reward for official behavior influence.,,,,,,,,
25824,5404,1,,,,,,,,,,
25825,5405,1,,,,,,,,,,
25826,2607,1,,False/Inaccurate Report,,,,,,,,
25827,2607,1,,False/Inaccurate Report,,,,,,,,
25828,5802,1,,,,,,,,,,
25829,1360,1,,not domestic,,,,,,,,
25829,7301,1,,2 counts,,,,,,,,
25831,1300,1,,,,,,,,,,
25832,1350,1,,,,,,,,,,
25832,2600,1,,,,,,,,,,
25833,8025,1,,in lieu of repayment,,,,,,,,
25834,8025,1,,Possible moral character,,,,,,,,
25835,2600,1,,Attempted to obtain a controlled substance by fraud,,,,,,,,
25836,3562,1,,,,,,,,,,
25838,8000,1,,Possible Moral Character. Received only electronic separation.,,,,,,,,
25839,3500,1,,positive drug test,,,,,,,,
25840,5404,1,,,,,,,,,,
25841,8000,1,,Conduct which violated any policy.,,,,,,,,
25842,5404,1,,,,,,,,,,
25843,8000,1,,Employee Arrest - F.S. 322.35,,,,,,,,
25844,5404,1,,,,,,,,,,
25845,1360,1,,,,,,,,,,
25847,7303,1,,,,,,,,,,
25849,1325,1,,,,,,,,,,
25850,1360,1,,,,,,,,,,
25851,5404,1,,Driving Under the Influence of Alcohol,,,,,,,,
25852,7301,1,,2 counts,,,,,,,,
25853,7310,1,,,,,,,,,,
25854,2200,1,,,,,,,,,,
25855,5404,1,,,,,,,,,,
25856,2607,1,,false official statement,,,,,,,,
25857,4805,1,,,,,,,,,,
25857,5003,1,,,,,,,,,,
25857,7301,1,,,,,,,,,,
25859,2300,1,,Petit Theft,,,,,,,,
25860,8025,1,,Voluntarily relinquished certificate in lieu of reimbursement for correctional certification.,,,,,,,,
25861,8025,1,,VR in lieu of reimbursing DOC for training expenses.,,,,,,,,
25863,7303,1,,,,,,,,,,
25864,7308,1,,,,,,,,,,
25865,8000,1,,,,,,,,,,
25866,5404,1,,,,,,,,,,
25867,1300,1,,Battery,,,,,,,,
25868,3802,1,,Child Neglect,,,,,,,,
25869,2600,1,,Illegal Use of Credit Card,,,,,,,,
25870,1000,1,,False Imprisonment,,,,,,,,
25870,1360,1,,,,,,,,,,
25871,4902,1,,hit and run with property damage,,,,,,,,
25871,5404,1,,,,,,,,,,
25875,6205,1,,F.S. 372.83 - Adjudicated Guilty (2 counts) - Violate Wildlife Rules and Regulations,,,,,,,,
25877,5003,1,,,,,,,,,,
25878,1300,1,,Domestic Violence,,,,,,,,
25878,2900,1,,"Criminal Mischief < $1,000",,,,,,,,
25879,8025,1,,fast-track VR in lieu of repayment,,,,,,,,
25880,4804,1,,tampering with evidence,,,,,,,,
25881,1360,1,,,,,,,,,,
25882,5309,1,,ethnic and racial slurs,,,,,,,,
25883,2606,1,,Passing Worthless Check/Draft/Debit Card,,,,,,,,
25884,8025,1,,Voluntary Relinquishment in lieu of reimbursement to DOC,,,,,,,,
25885,3625,1,,,,,,,,,,
25886,2607,1,,false official statement,,,,,,,,
25886,5003,1,,during an official proceeding,,,,,,,,
25887,2606,1,,,,,,,,,,
25888,0909,1,,Adjudicated guilty of DUI- Manslaughter,,,,,,,,
25889,1325,1,,Excessive Use of Force,,,,,,,,
25890,2607,1,,,,,,,,,,
25891,2600,1,,Unemployemnt Compensation Fraud,,,,,,,,
25892,2300,1,,Adj. Guilty of Retail Petty Theft,,,,,,,,
25893,3562,1,,Under 20 Grams,,,,,,,,
25893,3564,1,,,,,,,,,,
25896,1300,1,,Batery,,,,,,,,
25897,3500,1,,Doctor Shopping to Obtain Prescription,,,,,,,,
25898,1360,1,,non domestic,,,,,,,,
25899,1100,1,,Attempted,,,,,,,,
25899,3707,1,,,,,,,,,,
25900,1315,1,,with deadly weapon without intent to kill,,,,,,,,
25900,5311,1,,"Criminal mischief to church, synagogue or mosque",,,,,,,,
25901,2300,1,,Grand Theft 3rd Degree,,,,,,,,
25903,5404,1,,,,,,,,,,
25904,1360,1,,,,,,,,,,
25905,3500,1,,"Withholding Information from a medical practitioner 893.13(7)(a)8, F3.",,,,,,,,
25907,2300,1,,Petit Theft,,,,,,,,
25910,1350,1,,,,,,,,,,
25911,8025,1,,VR in lieu of payment,,,,,,,,
25912,5704,1,,Unlawful use of a two-way communication device.,,,,,,,,
25913,1350,1,,,,,,,,,,
25918,1300,1,,battery,,,,,,,,
25919,1360,1,,,,,,,,,,
25924,1325,1,,,,,,,,,,
25925,1300,1,,Battery,,,,,,,,
25926,1315,1,,Aggravated Battery on Pregnant Woman,,,,,,,,
25927,3562,1,,less than 20 grams,,,,,,,,
25928,7303,1,,Inmate's wife,,,,,,,,
25928,8000,1,,Improper Conduct,,,,,,,,
25929,5404,1,,,,,,,,,,
25930,4801,1,,w/o violence,,,,,,,,
25931,3704,1,,Child Pornography-32 counts,,,,,,,,
25932,3564,1,,,,,,,,,,
25934,2606,1,,,,,,,,,,
25936,7303,1,,,,,,,,,,
25938,1350,1,,,,,,,,,,
25938,7310,1,,,,,,,,,,
25939,7308,1,,Adj. Guilty of,,,,,,,,
25940,1360,1,,,,,,,,,,
25941,5404,1,,Property Damage,,,,,,,,
25942,1315,1,,"w/firearm, 2 counts",,,,,,,,
25942,3802,1,,"Child Abuse, no Great Bodily Harm",,,,,,,,
25943,8025,1,,VR in lieu of repayment,,,,,,,,
25944,2300,1,,Conduct Unbecoming - petit theft,,,,,,,,
25945,8000,1,,"Urine Testing, Fraudulent Practices",,,,,,,,
25946,3605,1,,Exposure of Sexual Organs,,,,,,,,
25946,4801,1,,,,,,,,,,
25946,5404,1,,,,,,,,,,
25947,8000,1,,Failure to Maintain Proper Security; Negligence; Willful Violation of the Rules; Failure to Report,,,,,,,,
25948,8000,1,,,,,,,,,,
25949,4901,1,,Adjudicated Guilty of Escape,,,,,,,,
25950,5012,1,,,,,,,,,,
25951,5012,1,,,,,,,,,,
25952,3601,1,,Sexual Battery by One in Familial or Custodial Authority (3 Counts),,,,,,,,
25952,3601,2,,"Lewd and Lascivious Act, Victim under 12",,,,,,,,
25953,1300,1,,Battery,,,,,,,,
25953,4812,1,,Grand Theft,,,,,,,,
25954,3562,1,,Less than 20 grams,,,,,,,,
25954,4804,1,,,,,,,,,,
25955,5012,1,,Failed to provide proof of Ethics or Sexual Harassment training.,,,,,,,,
25958,5200,1,,Improper Exhibition of Dangerous Weapon.,,,,,,,,
25961,7303,1,,,,,,,,,,
25966,5012,1,,,,,,,,,,
25967,8025,1,,,,,,,,,,
25971,2400,1,,Arrested for driving without a license.,,,,,,,,
25972,7303,1,,inmate,,,,,,,,
25973,3600,1,,Lewd and Lascivious Battery -- Felony,,,,,,,,
25974,1350,1,,2 counts,,,,,,,,
25978,1315,1,,Agg Batt,,,,,,,,
25979,5314,1,,or Loitering,,,,,,,,
25980,1360,1,,,,,,,,,,
25980,5003,1,,,,,,,,,,
25980,5200,1,,Silencer/Modified Glock,,,,,,,,
25981,2607,1,,,,,,,,,,
25982,3802,1,,,,,,,,,,
25983,1300,1,,Battery,,,,,,,,
25984,2600,1,,Adjudicated Guilty of Insurance Claims/False/Fraudulent,,,,,,,,
25985,5404,1,,Adjudicated Guilty of DUI,,,,,,,,
25987,5404,1,,Adjudicated Guilty,,,,,,,,
25988,5802,1,,,,,,,,,,
25989,5314,1,,,,,,,,,,
25990,3500,2,,Pled Guilty to Possession of Controlled Substance,,,,,,,,
25991,1360,1,,Physical Abuse on inmate,,,,,,,,
25992,1360,1,,Physical Abuse of inmate,,,,,,,,
25993,2300,1,,Theft,,,,,,,,
25994,7310,1,,,,,,,,,,
25995,7310,1,,,,,,,,,,
25996,7310,1,,,,,,,,,,
25997,7310,1,,,,,,,,,,
25998,7310,1,,,,,,,,,,
25999,7310,1,,,,,,,,,,
26000,1350,1,,Physical Abuse,,,,,,,,
26001,1350,1,,Physical Abuse,,,,,,,,
26002,1350,1,,Physical Abuse,,,,,,,,
26004,1360,1,,,,,,,,,,
26005,1300,1,,Battery,,,,,,,,
26006,4803,1,,,,,,,,,,
26006,5003,1,,in an official proceeding,,,,,,,,
26007,8000,1,,,,,,,,,,
26008,1300,1,,BATTERY,,,,,,,,
26008,3600,1,,Soliciting another to commit a lewd act,,,,,,,,
26009,1325,1,,,,,,,,,,
26009,7307,1,,,,,,,,,,
26010,1360,1,,,,,,,,,,
26011,3564,1,,random drug test,,,,,,,,
26012,2607,1,,,,,,,,,,
26013,1300,1,,battery IG Case # 07-27521,,,,,,,,
26014,8000,1,,,,,,,,,,
26015,5012,1,,VIOLATION OF COMMISSION ORDERED PROBATION,,,,,,,,
26016,5012,1,,,,,,,,,,
26017,8000,1,,,,,,,,,,
26018,4004,1,,Solicitation for Prostitution.,,,,,,,,
26018,7305,1,,,,,,,,,,
26019,1350,1,,Unnecessary Use of Force,,,,,,,,
26020,8000,1,,Failure to Appear,,,,,,,,
26022,1350,1,,,,,,,,,,
26023,7303,1,,,,,,,,,,
26025,8000,1,,,,,,,,,,
26026,2606,1,,Under 150 dollars,,,,,,,,
26027,8025,1,,Negligence,,,,,,,,
26028,1325,1,,,,,,,,,,
26029,7303,1,,Inmate,,,,,,,,
26030,2600,1,,"Uttering a False Instrument, 3rd Degree Felony",,,,,,,,
26031,1300,1,,"Battery ( 2 counts, misdemeanor)Battery ( 1 count, felony)",,,,,,,,
26031,4801,1,,felony,,,,,,,,
26032,8000,1,,,,,,,,,,
26034,8000,1,,,,,,,,,,
26035,2607,1,,,,,,,,,,
26036,2607,1,,,,,,,,,,
26037,3500,1,,positive drug test for steroids,,,,,,,,
26038,8000,1,,,,,,,,,,
26039,8000,1,,,,,,,,,,
26040,8000,1,,,,,,,,,,
26042,8000,1,,,,,,,,,,
26043,5003,1,,in Official Proceeding.,,,,,,,,
26045,5003,1,,by contradictory statements.,,,,,,,,
26046,5003,1,,,,,,,,,,
26047,8000,1,,,,,,,,,,
26048,5404,1,,,,,,,,,,
26049,2607,1,,42 counts,,,,,,,,
26049,5003,1,,,,,,,,,,
26050,2607,1,,,,,,,,,,
26051,5003,1,,,,,,,,,,
26052,5404,1,,,,,,,,,,
26054,7303,1,,Inmate,,,,,,,,
26055,7303,1,,parolee,,,,,,,,
26056,1315,1,,aggravated battery,,,,,,,,
26058,5404,1,,,,,,,,,,
26059,5404,1,,,,,,,,,,
26061,5404,1,,Pled Guilty to Driving Under the Influence.,,,,,,,,
26065,8025,1,,,,,,,,,,
26066,8025,1,,Failure to follow oral and written instructions,,,,,,,,
26069,4903,1,,,,,,,,,,
26070,7303,1,,inmate,,,,,,,,
26072,5003,1,,in an official proceeding,,,,,,,,
26073,2300,1,,petit theft,,,,,,,,
26073,7301,1,,,,,,,,,,
26074,5404,1,,,,,,,,,,
26075,1325,1,,,,,,,,,,
26076,1360,1,,,,,,,,,,
26077,5802,1,,,,,,,,,,
26078,7301,1,,,,,,,,,,
26079,7301,1,,,,,,,,,,
26080,7301,1,,,,,,,,,,
26081,7301,1,,,,,,,,,,
26082,7301,1,,,,,,,,,,
26083,7301,1,,,,,,,,,,
26084,7301,1,,,,,,,,,,
26085,7301,1,,,,,,,,,,
26086,7301,1,,,,,,,,,,
26087,7301,1,,,,,,,,,,
26088,7301,1,,,,,,,,,,
26089,7301,1,,,,,,,,,,
26090,7301,1,,,,,,,,,,
26091,7301,1,,,,,,,,,,
26092,7301,1,,,,,,,,,,
26093,7301,1,,,,,,,,,,
26094,7301,1,,,,,,,,,,
26095,7301,1,,,,,,,,,,
26096,7301,1,,,,,,,,,,
26097,7301,1,,,,,,,,,,
26099,2607,1,,Submitted an inaccurate report.,,,,,,,,
26099,7310,1,,,,,,,,,,
26100,7310,1,,944.35(b)Submitting inaccurate information.,,,,,,,,
26101,7310,1,,944.35(b) Submitting inaccurate information.,,,,,,,,
26102,7310,1,,944.35(b) Submitting inaccurate information.,,,,,,,,
26103,5003,1,,,,,,,,,,
26104,5404,1,,,,,,,,,,
26105,3500,1,,positive drug test on 3 occassions,,,,,,,,
26106,3605,1,,,,,,,,,,
26115,1350,1,,Falsification of Use of Force Report.,,,,,,,,
26117,7303,1,,,,,,,,,,
26118,3562,1,,,,,,,,,,
26120,3601,1,,"Lewd and Lascivious Molestation 800.04.5a2, F.S.",,,,,,,,
26120,3601,2,,Attempted Lewd or Lascivious Molestation 800.04.5c2,,,,,,,,
26120,3601,3,,Lewd or Lascivious Battery and Lewd or Lascivious Conduct 800.04.6a,,,,,,,,
26120,3601,4,,Sexaul Battery on a Person 12 YOA or Older by a Government Agent 794.011.4g,,,,,,,,
26121,2606,1,,,,,,,,,,
26122,1300,1,,Battery on LEO,,,,,,,,
26122,4801,1,,w/violence,,,,,,,,
26122,5404,1,,,,,,,,,,
26123,5707,1,,Firing Projectile Across Private Land Without Authority. (felony) 2 counts,,,,,,,,
26124,3500,1,,,,,,,,,,
26125,5003,1,,,,,,,,,,
26126,5003,1,,,,,,,,,,
26127,8025,1,,VR in lieu of Reimbursing DOC for training.,,,,,,,,
26128,5404,1,,,,,,,,,,
26130,2607,1,,,,,,,,,,
26130,5003,1,,,,,,,,,,
26131,2900,1,,Criminal Mischief < $1000,,,,,,,,
26133,7310,1,,,,,,,,,,
26133,8000,1,,Improper Conduct; Failure to follow oral or written instructions,,,,,,,,
26134,7303,1,,,,,,,,,,
26135,8025,1,,,,,,,,,,
26136,1325,1,,,,,,,,,,
26137,5404,1,,,,,,,,,,
26138,0900,1,,,,,,,,,,
26139,5404,1,,adjudicated guilty,,,,,,,,
26140,4801,1,,w/o violence,,,,,,,,
26141,5404,1,,,,,,,,,,
26142,5003,1,,,,,,,,,,
26143,1300,1,,aggravated battery upon pregnant victim,,,,,,,,
26144,1300,1,,Battery,,,,,,,,
26145,5404,1,,Reckless Driving,,,,,,,,
26146,1100,1,,Pled no contest to Lewd or Lascivious Battery on Child Under 16 YOA,,,,,,,,
26147,1360,1,,,,,,,,,,
26148,2000,1,,Pled Nolo Contendere to Arson of a Vehicle; Pled Nolo Contendere to Burn with Intent to Defraud Insurer,,,,,,,,
